Old Sprite,New Sprite,Old File,New File,Category,Notes
GFX_Generic_National_Focus_Agriculture_16,GFX_generic_focus_agriculture_shield_and_grain_sack,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_16.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_shield_and_grain_sack.png,agriculture,corrected from agriculture_mill_and_jug
GFX_Generic_National_Focus_Agriculture_26,GFX_generic_focus_agriculture_night_harvest,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_26.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_night_harvest.png,agriculture,
GFX_Generic_National_Focus_Agriculture_1,GFX_generic_focus_agriculture_rice_field_workers,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_1.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_rice_field_workers.png,agriculture,corrected from agriculture_ox_plough
GFX_Generic_National_Focus_Agriculture_23,GFX_generic_focus_agriculture_happy_farmer,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_23.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_happy_farmer.png,agriculture,corrected from agriculture_peasant_woman
GFX_Generic_National_Focus_Agriculture_5,GFX_generic_focus_agriculture_plough_team,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_5.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_plough_team.png,agriculture,
GFX_Generic_National_Focus_Agriculture_20,GFX_generic_focus_agriculture_rice_bowl,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_20.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_rice_bowl.png,agriculture,
GFX_Generic_National_Focus_Agriculture_24,GFX_generic_focus_agriculture_rice_bundle,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_24.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_rice_bundle.png,agriculture,
GFX_Generic_National_Focus_Agriculture_21,GFX_generic_focus_agriculture_stooping_farmer,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_21.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_stooping_farmer.png,agriculture,
GFX_Generic_National_Focus_Agriculture_22,GFX_generic_focus_agriculture_tractor,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_22.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_tractor.png,agriculture,
GFX_Generic_National_Focus_Agriculture_9,GFX_generic_focus_agriculture_tractor_olive,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_9.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_tractor_olive.png,agriculture,
GFX_Generic_National_Focus_Agriculture_19,GFX_generic_focus_agriculture_uncertain_harvest,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_19.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_uncertain_harvest.png,agriculture,
GFX_Generic_National_Focus_Agriculture_17,GFX_generic_focus_agriculture_village_barn,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_17.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_village_barn.png,agriculture,
GFX_Generic_National_Focus_Agriculture_13,GFX_generic_focus_agriculture_combine_harvester,gfx/interface/goals/generic/agriculture/Generic_National_Focus_Agriculture_13.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_combine_harvester.png,agriculture,corrected from agriculture_water_buffalo
GFX_Generic_National_Focus_Agriculture_2,GFX_generic_focus_agriculture_wheat_harvest,gfx/interface/goals/generic/agriculture/Generic_Agriculture.png,gfx/interface/goals/generic/agriculture/generic_focus_agriculture_wheat_harvest.png,agriculture,
GFX_Generic_National_Focus_Construction_4,GFX_generic_focus_construction_apartment_block,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_4.png,gfx/interface/goals/generic/construction/generic_focus_construction_apartment_block.png,construction,
GFX_Generic_National_Focus_Construction_3,GFX_generic_focus_construction_builder_with_wrench,gfx/interface/goals/generic/construction/Generic_Building.png,gfx/interface/goals/generic/construction/generic_focus_construction_builder_with_wrench.png,construction,
GFX_Generic_National_Focus_Construction_8,GFX_generic_focus_construction_construction_worker,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_8.png,gfx/interface/goals/generic/construction/generic_focus_construction_construction_worker.png,construction,
GFX_icon_generic_infrastructure,GFX_generic_focus_construction_housing_blocks,gfx/interface/goals/generic/construction/icon_generic_infrastructure.png,gfx/interface/goals/generic/construction/generic_focus_construction_housing_blocks.png,construction,
GFX_Generic_National_Focus_Construction_2,GFX_generic_focus_construction_industrial_works,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_2.png,gfx/interface/goals/generic/construction/generic_focus_construction_industrial_works.png,construction,
GFX_Generic_National_Focus_Construction_5,GFX_generic_focus_construction_locomotive,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_5.png,gfx/interface/goals/generic/construction/generic_focus_construction_locomotive.png,construction,
GFX_Generic_National_Focus_Construction_6,GFX_generic_focus_construction_mine_entrance,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_6.png,gfx/interface/goals/generic/construction/generic_focus_construction_mine_entrance.png,construction,
GFX_Generic_National_Focus_Construction_10,GFX_generic_focus_construction_mining_tools,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_10.png,gfx/interface/goals/generic/construction/generic_focus_construction_mining_tools.png,construction,
GFX_Generic_National_Focus_Construction_11,GFX_generic_focus_construction_rail_line,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_11.png,gfx/interface/goals/generic/construction/generic_focus_construction_rail_line.png,construction,
GFX_Generic_National_Focus_Construction_9,GFX_generic_focus_construction_road_contract,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_9.png,gfx/interface/goals/generic/construction/generic_focus_construction_road_contract.png,construction,
GFX_Generic_National_Focus_Construction_12,GFX_generic_focus_construction_steel_crane,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_12.png,gfx/interface/goals/generic/construction/generic_focus_construction_steel_crane.png,construction,
GFX_Generic_National_Focus_Construction_1,GFX_generic_focus_construction_wind_turbines,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_1.png,gfx/interface/goals/generic/construction/generic_focus_construction_wind_turbines.png,construction,
GFX_Generic_National_Focus_Construction_7,GFX_generic_focus_construction_locomotive_2,gfx/interface/goals/generic/construction/Generic_National_Focus_Construction_7.png,gfx/interface/goals/generic/construction/generic_focus_construction_locomotive_2.png,construction,corrected from construction_wrecked_machinery
GFX_Generic_National_Focus_Diplomacy_5,GFX_generic_focus_diplomacy_australian_flag,gfx/interface/goals/generic/diplomacy/Generic_Australia.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_australian_flag.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_29,GFX_generic_focus_diplomacy_british_press,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_29.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_british_press.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_9,GFX_generic_focus_diplomacy_burning_dprk_flag,gfx/interface/goals/generic/diplomacy/Generic_Destroy_DPRK.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_burning_dprk_flag.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_4,GFX_generic_focus_diplomacy_burning_roc_chess_piece,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_4.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_burning_roc_chess_piece.png,diplomacy,corrected from diplomacy_burning_ultimatum
GFX_Generic_National_Focus_Diplomacy_7,GFX_generic_focus_diplomacy_chinese_flag,gfx/interface/goals/generic/diplomacy/Generic_China.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_chinese_flag.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_41,GFX_generic_focus_diplomacy_chinese_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_41.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_chinese_hotline.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_40,GFX_generic_focus_diplomacy_command_desk,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_40.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_command_desk.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_15,GFX_generic_focus_diplomacy_anti_mao,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_15.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_anti_mao.png,diplomacy,corrected from diplomacy_communist_statesman
GFX_Generic_National_Focus_Diplomacy_33,GFX_generic_focus_diplomacy_dove_and_telephone,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_33.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_dove_and_telephone.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_8,GFX_generic_focus_diplomacy_eagle_and_bear,gfx/interface/goals/generic/diplomacy/Generic_Cold_War_1.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_eagle_and_bear.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_31,GFX_generic_focus_diplomacy_east_meets_west,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_31.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_east_meets_west.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_26,GFX_generic_focus_diplomacy_european_union,gfx/interface/goals/generic/diplomacy/EU_Generic_1.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_european_union.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_23,GFX_generic_focus_diplomacy_dprk,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_23.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_dprk.png,diplomacy,corrected from diplomacy_flag_on_the_map
GFX_Generic_National_Focus_Diplomacy_17,GFX_generic_focus_diplomacy_flags_of_the_delegations,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_17.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_flags_of_the_delegations.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_32,GFX_generic_focus_diplomacy_french_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_32.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_french_hotline.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_49,GFX_generic_focus_diplomacy_global_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_49.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_global_hotline.png,diplomacy,
GFX_icon_generic_globe_handshake,GFX_generic_focus_diplomacy_globe_handshake,gfx/interface/goals/generic/diplomacy/icon_generic_globe_handshake.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_globe_handshake.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_28,GFX_generic_focus_diplomacy_asia_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_28.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_asia_hotline.png,diplomacy,corrected from diplomacy_growling_bear
GFX_Generic_National_Focus_Diplomacy_24,GFX_generic_focus_diplomacy_east_west_europe_accord,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_24.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_east_west_europe_accord.png,diplomacy,corrected from diplomacy_handshake_over_the_map
GFX_Generic_National_Focus_Diplomacy_42,GFX_generic_focus_diplomacy_israeli_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_42.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_israeli_hotline.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_16,GFX_generic_focus_diplomacy_israeli_statesman,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_16.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_israeli_statesman.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_10,GFX_generic_focus_diplomacy_italy_map,gfx/interface/goals/generic/diplomacy/Generic_Italy.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_italy_map.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_20,GFX_generic_focus_diplomacy_japanese_delegation,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_20.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_japanese_delegation.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_43,GFX_generic_focus_diplomacy_japanese_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_43.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_japanese_hotline.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_21,GFX_generic_focus_diplomacy_korean_relations,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_21.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_korean_relations.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_3,GFX_generic_focus_diplomacy_kuomintang_salute,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_3.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_kuomintang_salute.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_6,GFX_generic_focus_diplomacy_latin_america,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_6.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_latin_america.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_19,GFX_generic_focus_diplomacy_malayan_federation,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_19.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_malayan_federation.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_34,GFX_generic_focus_diplomacy_microphone,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_34.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_microphone.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_2,GFX_generic_focus_diplomacy_nato_megaphones,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_2.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_nato_megaphones.png,diplomacy,corrected from diplomacy_nato_guns
GFX_Generic_National_Focus_Diplomacy_11,GFX_generic_focus_diplomacy_north_korean_leader,gfx/interface/goals/generic/diplomacy/Generic_North_Korea.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_north_korean_leader.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_50,GFX_generic_focus_diplomacy_peace_talks,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_50.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_peace_talks.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_25,GFX_generic_focus_diplomacy_world_map,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_25.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_world_map.png,diplomacy,corrected from diplomacy_red_advance
GFX_Generic_National_Focus_Diplomacy_27,GFX_generic_focus_diplomacy_prc_invades_taiwan,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_27.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_prc_invades_taiwan.png,diplomacy,corrected from diplomacy_red_globe
GFX_Generic_National_Focus_Diplomacy_12,GFX_generic_focus_diplomacy_roc_leader,gfx/interface/goals/generic/diplomacy/Generic_ROC_1.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_roc_leader.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_44,GFX_generic_focus_diplomacy_saudi_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_44.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_saudi_hotline.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_22,GFX_generic_focus_diplomacy_prc_severs_taiwan_strait,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_22.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_prc_severs_taiwan_strait.png,diplomacy,corrected from diplomacy_severed_line
GFX_Generic_National_Focus_Diplomacy_14,GFX_generic_focus_diplomacy_singapore_crest,gfx/interface/goals/generic/diplomacy/Generic_Singapore_1.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_singapore_crest.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_13,GFX_generic_focus_diplomacy_singapore_harbour,gfx/interface/goals/generic/diplomacy/Generic_Singapore.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_singapore_harbour.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_45,GFX_generic_focus_diplomacy_situation_room,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_45.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_room.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_46,GFX_generic_focus_diplomacy_situation_room_2,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_46.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_room_2.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_47,GFX_generic_focus_diplomacy_situation_room_3,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_47.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_room_3.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_48,GFX_generic_focus_diplomacy_situation_room_4,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_48.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_room_4.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_35,GFX_generic_focus_diplomacy_situation_terminal,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_35.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_terminal.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_36,GFX_generic_focus_diplomacy_situation_terminal_2,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_36.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_terminal_2.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_37,GFX_generic_focus_diplomacy_situation_terminal_3,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_37.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_situation_terminal_3.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_18,GFX_generic_focus_diplomacy_thai_hotline,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_18.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_thai_hotline.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_1,GFX_generic_focus_diplomacy_treaty_signing,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_1.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_treaty_signing.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_38,GFX_generic_focus_diplomacy_un_approval,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_38.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_un_approval.png,diplomacy,
GFX_icon_generic_united_nations,GFX_generic_focus_diplomacy_un_emblem,gfx/interface/goals/generic/diplomacy/icon_generic_united_nations.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_un_emblem.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_39,GFX_generic_focus_diplomacy_un_rejection,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_39.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_un_rejection.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_52,GFX_generic_focus_diplomacy_un_veto,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_52.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_un_veto.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_51,GFX_generic_focus_diplomacy_united_nations_seal,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_51.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_united_nations_seal.png,diplomacy,
GFX_Generic_National_Focus_Diplomacy_30,GFX_generic_focus_diplomacy_watching_the_west,gfx/interface/goals/generic/diplomacy/Generic_National_Focus_Diplomacy_30.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_watching_the_west.png,diplomacy,
,,gfx/interface/goals/generic/diplomacy/Generic_Indonesia2.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_garuda_emblem.png,diplomacy,art only - sprite declared in another registry
,,gfx/interface/goals/generic/diplomacy/Generic_Indonesia.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_indonesian_assembly.png,diplomacy,art only - sprite declared in another registry
,,gfx/interface/goals/generic/diplomacy/Generic_Indonesia1.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_indonesian_delegation.png,diplomacy,art only - sprite declared in another registry
,,gfx/interface/goals/generic/diplomacy/Generic_Diplomacy_3.png,gfx/interface/goals/generic/diplomacy/generic_focus_diplomacy_podium_address.png,diplomacy,art only - sprite declared in another registry
GFX_Generic_National_Focus_Economics_7,GFX_generic_focus_economics_audit,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_7.png,gfx/interface/goals/generic/economics/generic_focus_economics_audit.png,economics,
GFX_Generic_National_Focus_Economics_3,GFX_generic_focus_economics_banker,gfx/interface/goals/generic/economics/Generic_Bank.png,gfx/interface/goals/generic/economics/generic_focus_economics_banker.png,economics,
GFX_Generic_National_Focus_Economics_11,GFX_generic_focus_economics_black_marketeer,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_11.png,gfx/interface/goals/generic/economics/generic_focus_economics_black_marketeer.png,economics,
GFX_Generic_National_Focus_Economics_17,GFX_generic_focus_economics_briefcase_of_cash,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_17.png,gfx/interface/goals/generic/economics/generic_focus_economics_briefcase_of_cash.png,economics,
GFX_Generic_National_Focus_Economics_5,GFX_generic_focus_economics_cash_pile,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_5.png,gfx/interface/goals/generic/economics/generic_focus_economics_cash_pile.png,economics,
GFX_Generic_National_Focus_Economics_18,GFX_generic_focus_economics_dollar_bill,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_18.png,gfx/interface/goals/generic/economics/generic_focus_economics_dollar_bill.png,economics,
GFX_icon_generic_a_fistful_of_dollars,GFX_generic_focus_economics_fistful_of_dollars,gfx/interface/goals/generic/economics/icon_generic_a_fistful_of_dollars.png,gfx/interface/goals/generic/economics/generic_focus_economics_fistful_of_dollars.png,economics,
GFX_Generic_National_Focus_Economics_8,GFX_generic_focus_economics_funding_denied,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_8.png,gfx/interface/goals/generic/economics/generic_focus_economics_funding_denied.png,economics,
GFX_Generic_National_Focus_Economics_14,GFX_generic_focus_economics_gold_reserves,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_14.png,gfx/interface/goals/generic/economics/generic_focus_economics_gold_reserves.png,economics,
GFX_Generic_National_Focus_Economics_6,GFX_generic_focus_economics_market_screen,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_6.png,gfx/interface/goals/generic/economics/generic_focus_economics_market_screen.png,economics,
GFX_Generic_National_Focus_Economics_12,GFX_generic_focus_economics_mixed_indicators,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_12.png,gfx/interface/goals/generic/economics/generic_focus_economics_mixed_indicators.png,economics,
GFX_Generic_National_Focus_Economics_2,GFX_generic_focus_economics_payout,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_2.png,gfx/interface/goals/generic/economics/generic_focus_economics_payout.png,economics,
GFX_Generic_National_Focus_Economics_9,GFX_generic_focus_economics_recycling,gfx/interface/goals/generic/economics/Generic_Recycle.png,gfx/interface/goals/generic/economics/generic_focus_economics_recycling.png,economics,
GFX_Generic_National_Focus_Economics_20,GFX_generic_focus_economics_rising_revenue,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_20.png,gfx/interface/goals/generic/economics/generic_focus_economics_rising_revenue.png,economics,
GFX_Generic_National_Focus_Economics_16,GFX_generic_focus_economics_ruined_investor,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_16.png,gfx/interface/goals/generic/economics/generic_focus_economics_ruined_investor.png,economics,
GFX_Generic_National_Focus_Economics_19,GFX_generic_focus_economics_scattered_money,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_19.png,gfx/interface/goals/generic/economics/generic_focus_economics_scattered_money.png,economics,
GFX_Generic_National_Focus_Economics_1,GFX_generic_focus_economics_sealed_ledger,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_1.png,gfx/interface/goals/generic/economics/generic_focus_economics_sealed_ledger.png,economics,
GFX_Generic_National_Focus_Economics_13,GFX_generic_focus_economics_second_plan,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_13.png,gfx/interface/goals/generic/economics/generic_focus_economics_second_plan.png,economics,
GFX_Generic_National_Focus_Economics_21,GFX_generic_focus_economics_seized_wealth,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_21.png,gfx/interface/goals/generic/economics/generic_focus_economics_seized_wealth.png,economics,
GFX_Generic_National_Focus_Economics_4,GFX_generic_focus_economics_strongbox,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_4.png,gfx/interface/goals/generic/economics/generic_focus_economics_strongbox.png,economics,
GFX_Generic_National_Focus_Economics_15,GFX_generic_focus_economics_taking_the_cash,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_15.png,gfx/interface/goals/generic/economics/generic_focus_economics_taking_the_cash.png,economics,
GFX_Generic_National_Focus_Economics_10,GFX_generic_focus_economics_yen_symbol,gfx/interface/goals/generic/economics/Generic_National_Focus_Economics_10.png,gfx/interface/goals/generic/economics/generic_focus_economics_yen_symbol.png,economics,
GFX_Generic_National_Focus_Military_14,GFX_generic_focus_military_tank_and_jet,gfx/interface/goals/generic/military/Generic_National_Focus_Military_14.png,gfx/interface/goals/generic/military/generic_focus_military_tank_and_jet.png,military,corrected from military_air_strike_on_armour
GFX_Generic_National_Focus_Military_13,GFX_generic_focus_military_aircraft_wreath,gfx/interface/goals/generic/military/Generic_National_Focus_Military_13.png,gfx/interface/goals/generic/military/generic_focus_military_aircraft_wreath.png,military,
GFX_Generic_National_Focus_Military_25,GFX_generic_focus_military_airdropped_arms,gfx/interface/goals/generic/military/Generic_National_Focus_Military_25.png,gfx/interface/goals/generic/military/generic_focus_military_airdropped_arms.png,military,
GFX_Generic_National_Focus_Military_50,GFX_generic_focus_military_anti_aircraft_battery,gfx/interface/goals/generic/military/Generic_National_Focus_Military_50.png,gfx/interface/goals/generic/military/generic_focus_military_anti_aircraft_battery.png,military,
GFX_Generic_National_Focus_Military_42,GFX_generic_focus_military_armed_uprising,gfx/interface/goals/generic/military/Generic_National_Focus_Military_42.png,gfx/interface/goals/generic/military/generic_focus_military_armed_uprising.png,military,
GFX_Generic_National_Focus_Military_29,GFX_generic_focus_military_armoured_assault,gfx/interface/goals/generic/military/Generic_National_Focus_Military_29.png,gfx/interface/goals/generic/military/generic_focus_military_armoured_assault.png,military,
